transaction_id,customer_id,event_time,channel,region,customer_segment,device_type,transaction_amount,txn_count_last_24h,txn_count_last_7d,avg_amount_last_30d,velocity_flag,high_amount_flag,new_device_flag,odd_hour_flag,high_risk_flag
47,691723,2025-01-01 08:38:00,POS,East,SME,Known,378.7,0,2,401.72,0,0,0,0,0
48,419030,2025-01-01 07:23:00,Mobile App,East,Retail,Known,7147.44,3,7,6180.38,0,0,0,0,0
49,428947,2025-01-01 00:05:00,Mobile App,West,SME,Known,721.41,4,11,524.28,0,0,0,1,0
50,655839,2025-01-01 06:38:00,POS,West,SME,New,6247.75,3,7,6576.13,0,0,1,0,0
51,373538,2025-01-01 18:10:00,Mobile App,East,Retail,Shared,8796.36,0,14,9570.7,0,0,0,0,0
52,431236,2025-01-01 02:28:00,Web,West,Retail,New,4420.54,1,5,3018.4,0,0,1,1,1
53,628178,2025-01-01 04:19:00,Web,West,Retail,Known,2687.01,4,8,2567.04,0,0,0,1,0
54,665894,2025-01-01 00:12:00,POS,West,Corporate,New,2264.22,1,5,2114.88,0,0,1,1,0
55,589492,2025-01-02 13:41:00,Mobile App,East,SME,Known,799.16,4,10,566.31,0,0,0,0,0
56,356840,2025-01-01 00:41:00,POS,West,Retail,Known,878.48,0,6,721.98,0,0,0,1,0
57,573254,2025-01-01 22:50:00,POS,West,Retail,Known,1478.8,0,5,1350.89,0,0,0,0,0
58,449457,2025-01-01 03:45:00,Mobile App,West,Retail,Known,16069.43,2,7,9988.51,0,0,0,1,0
59,765987,2025-01-01 08:51:00,Web,South,Retail,Known,4097.7,2,7,3177.56,0,0,0,0,0
60,370936,2025-01-01 11:22:00,POS,North,Retail,Shared,7741.84,1,7,5570.86,0,0,0,0,0
61,339931,2025-01-01 01:31:00,Web,North,Retail,New,2381.53,3,7,1931.29,0,0,1,1,1
62,339629,2025-01-01 05:51:00,Web,West,Retail,Known,11483.12,4,8,10144.95,0,0,0,1,0
63,305041,2025-01-01 03:56:00,Web,East,SME,Shared,2085.27,3,7,2142.93,0,0,0,1,0
64,798361,2025-01-01 00:34:00,POS,North,Retail,Known,2608.37,4,9,2110.24,0,0,0,1,0
65,831912,2025-01-01 17:54:00,Web,West,Retail,Known,3489.35,2,11,3240.99,0,0,0,0,0
66,517113,2025-01-01 00:27:00,Web,West,Retail,Known,2574.26,2,5,2229.99,0,0,0,1,0
67,168148,2025-01-01 10:35:00,Mobile App,North,SME,New,465.82,3,12,463.34,0,0,1,0,0
68,877089,2025-01-01 03:46:00,Web,South,Retail,Known,3120.98,0,2,2949.12,0,0,0,1,0
69,748531,2025-01-01 02:08:00,Mobile App,South,Retail,Known,9329.36,3,8,7998.63,0,0,0,1,0
70,351995,2025-01-01 10:59:00,Mobile App,North,Retail,Known,1053.69,3,7,892.44,0,0,0,0,0
71,778843,2025-01-01 08:32:00,Mobile App,West,Retail,New,1741.43,2,6,1343.01,0,0,1,0,0
72,672843,2025-01-01 03:47:00,Web,South,SME,Known,4006.6,2,6,3937.19,0,0,0,1,0
73,356508,2025-01-01 07:11:00,Mobile App,East,Retail,Known,887.39,3,8,608.8,0,0,0,0,0
74,903591,2025-01-01 02:49:00,Web,North,Retail,Known,626.4,3,6,541.22,0,0,0,1,0
75,996942,2025-01-01 19:55:00,POS,South,Retail,Known,9173.32,0,7,8376.03,0,0,0,0,0
76,206530,2025-01-01 03:45:00,Mobile App,South,Retail,Shared,1077.59,4,8,864.02,0,0,0,1,0
77,704365,2025-01-01 02:48:00,Mobile App,North,Retail,Known,3700.79,2,8,3262.4,0,0,0,1,0
78,922352,2025-01-01 13:56:00,Mobile App,West,Retail,Known,463.54,3,7,322.1,0,0,0,0,0
79,560337,2025-01-01 00:10:00,POS,North,Retail,Known,1631.37,0,6,1238.52,0,0,0,1,0
80,824839,2025-01-01 03:07:00,POS,East,Retail,Known,3772.6,4,11,3849.13,0,0,0,1,0
81,905889,2025-01-01 04:42:00,Mobile App,West,Retail,Known,988.92,3,7,813.53,0,0,0,1,0
82,559773,2025-01-01 21:23:00,POS,South,Retail,Known,4163.74,0,6,3113.21,0,0,0,0,0
83,308261,2025-01-02 06:02:00,Mobile App,West,Retail,Known,19469.3,2,7,15113.61,0,0,0,0,0
84,864469,2025-01-01 12:36:00,Web,North,Retail,Known,9503.85,2,6,6233.37,0,0,0,0,0
85,441097,2025-01-01 06:46:00,Web,West,Retail,Known,2719.11,2,5,2943.24,0,0,0,0,0
86,415139,2025-01-01 10:14:00,Mobile App,South,SME,New,405.7,5,14,428.14,0,0,1,0,0
87,271829,2025-01-01 05:20:00,Mobile App,South,Retail,New,10608.4,5,9,11130.54,0,0,1,1,0
88,371836,2025-01-01 03:32:00,POS,South,Retail,Known,10031.08,0,0,7540.9,0,0,0,1,0
89,538974,2025-01-02 06:05:00,Mobile App,South,Retail,Known,9809.29,3,8,6962.03,0,0,0,0,0
90,302283,2025-01-01 01:13:00,Web,North,Retail,New,527.4,1,7,359.14,0,0,1,1,1
91,296769,2025-01-01 04:15:00,Web,North,SME,Shared,602.85,1,10,645.5,0,0,0,1,0
92,661353,2025-01-01 22:56:00,Mobile App,East,Retail,Known,360.2,0,6,297.91,0,0,0,0,0
93,323165,2025-01-01 12:50:00,POS,North,Retail,New,4799.1,3,4,2988.98,0,0,1,0,0
94,723587,2025-01-01 00:17:00,Mobile App,South,SME,New,4393.01,2,7,4299.71,0,0,1,1,1
95,635822,2025-01-01 00:14:00,Mobile App,East,SME,Known,3618.47,4,9,2206.21,0,0,0,1,0
96,587879,2025-01-01 07:16:00,POS,West,Retail,Known,4501.92,4,9,3347.5,0,0,0,0,0
97,664685,2025-01-01 06:37:00,POS,North,Retail,Known,1503.73,1,2,1261.22,0,0,0,0,0
98,882038,2025-01-01 05:51:00,POS,North,Retail,New,729.67,3,9,450.44,0,0,1,1,1
99,453531,2025-01-01 03:36:00,Mobile App,East,Corporate,Known,1183.0,5,7,1008.88,0,0,0,1,0
100,363160,2025-01-02 19:09:00,Call Center,North,Corporate,Known,3744.9,2,9,3710.71,0,0,0,0,0
101,679879,2025-01-01 03:10:00,Mobile App,North,SME,Known,770.62,4,10,749.56,0,0,0,1,0
102,320884,2025-01-01 06:44:00,Mobile App,North,Retail,Known,4495.2,1,6,4523.37,0,0,0,0,0
103,123247,2025-01-01 05:11:00,POS,South,SME,Known,4894.31,2,4,3981.67,0,0,0,1,0
104,124300,2025-01-01 01:51:00,Mobile App,East,Retail,Known,1637.0,1,3,1538.13,0,0,0,1,0
105,567281,2025-01-01 02:15:00,Web,East,Retail,Known,675.02,1,4,716.15,0,0,0,1,0
106,707086,2025-01-02 01:02:00,Call Center,South,Retail,Known,2392.31,0,6,1701.24,0,0,0,1,0
107,633556,2025-01-01 19:32:00,Mobile App,East,Retail,Known,2255.66,2,10,2407.0,0,0,0,0,0
108,448951,2025-01-01 02:13:00,Web,West,Retail,Known,15167.68,3,9,16065.69,0,0,0,1,0
109,374329,2025-01-01 20:50:00,Mobile App,North,Retail,New,1377.88,1,7,1362.25,0,0,1,0,0
110,819064,2025-01-01 02:20:00,POS,South,Retail,Known,4449.41,1,10,3358.8,0,0,0,1,0
111,842139,2025-01-01 09:50:00,Web,West,SME,Known,2500.54,3,5,1887.24,0,0,0,0,0
112,532315,2025-01-01 00:50:00,Mobile App,South,Retail,Known,3013.37,2,5,2522.44,0,0,0,1,0
113,616588,2025-01-01 21:14:00,Mobile App,South,SME,Known,1161.02,2,7,1268.91,0,0,0,0,0
114,336584,2025-01-01 00:31:00,Web,East,Retail,Known,422.43,2,9,271.26,0,0,0,1,0
115,662332,2025-01-01 08:05:00,Web,West,Retail,Known,2827.0,1,3,2675.95,0,0,0,0,0
116,937646,2025-01-01 15:07:00,Web,West,SME,Known,3910.99,2,7,3517.43,0,0,0,0,0
117,476896,2025-01-01 01:14:00,Mobile App,South,Retail,Known,177.24,1,10,176.91,0,0,0,1,0
118,148984,2025-01-01 05:10:00,Web,South,Retail,Shared,924.63,2,5,886.14,0,0,0,1,0
119,402918,2025-01-01 00:25:00,Mobile App,West,SME,Shared,432.18,2,6,329.78,0,0,0,1,0
120,364712,2025-01-01 11:28:00,POS,South,Corporate,Known,4640.06,2,4,5070.86,0,0,0,0,0
121,220151,2025-01-01 03:40:00,Mobile App,East,Retail,Known,5059.99,2,12,4559.74,0,0,0,1,0
122,555808,2025-01-01 08:11:00,Web,East,Corporate,Known,1506.57,1,6,1564.48,0,0,0,0,0
123,233767,2025-01-02 02:59:00,Mobile App,East,Retail,Known,1005.28,3,11,815.79,0,0,0,1,0
124,748663,2025-01-01 03:39:00,Web,South,Retail,Known,1676.54,2,5,1021.24,0,0,0,1,0
125,803550,2025-01-01 00:29:00,POS,North,SME,Known,1991.28,0,5,1781.39,0,0,0,1,0
126,236330,2025-01-01 11:15:00,Web,West,Retail,Known,1445.13,0,1,916.29,0,0,0,0,0
127,580754,2025-01-01 15:27:00,Web,East,Retail,Known,6584.57,4,7,4957.56,0,0,0,0,0
128,401648,2025-01-02 07:40:00,POS,North,Retail,Known,1341.17,1,6,852.13,0,0,0,0,0
129,788519,2025-01-01 01:43:00,Web,North,Retail,Known,653.9,2,7,664.71,0,0,0,1,0
130,113986,2025-01-01 04:58:00,Mobile App,East,Retail,Known,813.33,1,6,562.34,0,0,0,1,0
131,686146,2025-01-01 18:35:00,POS,East,Retail,Known,1866.88,0,3,1976.66,0,0,0,0,0
132,229312,2025-01-01 16:26:00,Web,North,SME,Known,1130.28,1,3,1098.02,0,0,0,0,0
133,112666,2025-01-01 09:48:00,Mobile App,East,SME,New,3125.97,5,9,2833.98,0,0,1,0,0
134,400804,2025-01-01 03:08:00,Mobile App,North,Retail,New,433.54,1,6,371.75,0,0,1,1,0
135,234633,2025-01-01 03:20:00,Web,North,SME,Known,5939.23,3,7,5351.52,0,0,0,1,0
136,388998,2025-01-01 01:19:00,Mobile App,South,Retail,Known,719.32,2,6,786.17,0,0,0,1,0
137,950937,2025-01-02 01:29:00,POS,North,SME,Known,3046.49,1,5,3265.52,0,0,0,1,0
138,728776,2025-01-01 01:53:00,POS,South,Retail,Shared,2151.92,3,7,1985.36,0,0,0,1,0
139,807611,2025-01-01 08:30:00,Mobile App,South,SME,Shared,331.03,2,5,333.02,0,0,0,0,0
140,384806,2025-01-01 08:46:00,Mobile App,East,Retail,Shared,1592.55,0,6,1605.88,0,0,0,0,0
141,894824,2025-01-01 04:36:00,Mobile App,West,Retail,Known,3266.96,3,7,2431.13,0,0,0,1,0
142,130535,2025-01-01 04:20:00,Mobile App,East,Corporate,Shared,1662.92,4,8,1086.59,0,0,0,1,0
143,475713,2025-01-01 11:02:00,Mobile App,West,Retail,Known,9329.95,3,6,7071.23,0,0,0,0,0
144,938688,2025-01-01 04:54:00,POS,North,Retail,Shared,7432.54,3,13,6266.77,0,0,0,1,0
145,451279,2025-01-01 02:56:00,Mobile App,East,Retail,Known,1867.81,2,8,1706.65,0,0,0,1,0
146,921654,2025-01-01 05:05:00,Mobile App,East,Retail,Shared,3700.37,3,10,3685.34,0,0,0,1,0
147,701661,2025-01-01 16:29:00,Mobile App,East,Retail,Known,774.14,7,14,619.08,1,0,0,0,1
148,747972,2025-01-02 09:57:00,POS,East,Retail,Known,7447.54,3,7,6845.78,0,0,0,0,0
149,589570,2025-01-01 10:06:00,POS,North,Retail,Shared,811.93,3,11,791.08,0,0,0,0,0
150,556551,2025-01-01 15:14:00,Mobile App,West,Retail,Shared,2839.64,3,12,1924.08,0,0,0,0,0
151,373109,2025-01-01 07:36:00,Mobile App,West,Retail,Known,3209.07,5,9,2393.59,0,0,0,0,0
152,124538,2025-01-01 09:48:00,Call Center,South,Retail,Known,1498.48,5,11,1076.99,0,0,0,0,0
153,994498,2025-01-02 20:18:00,Mobile App,South,Corporate,Known,1365.39,1,8,1087.02,0,0,0,0,0
154,301664,2025-01-01 05:46:00,POS,South,Retail,Known,2280.56,0,5,1453.33,0,0,0,1,0
155,591234,2025-01-01 00:41:00,Web,East,Retail,Known,1769.81,3,7,1648.14,0,0,0,1,0
156,999684,2025-01-02 07:28:00,POS,West,Retail,Known,1281.98,3,5,979.03,0,0,0,0,0
157,239182,2025-01-01 15:45:00,Web,East,Retail,Known,1019.49,1,3,846.91,0,0,0,0,0
158,572525,2025-01-01 05:04:00,POS,West,Retail,New,1330.95,1,4,1109.99,0,0,1,1,1
159,258338,2025-01-02 16:23:00,POS,North,Retail,Shared,1921.51,4,8,2025.69,0,0,0,0,0
160,284064,2025-01-01 04:14:00,Mobile App,West,SME,Known,4446.69,1,3,2865.06,0,0,0,1,0
161,314020,2025-01-01 04:39:00,Mobile App,South,Retail,Shared,7206.05,4,7,4361.0,0,0,0,1,0
162,723094,2025-01-01 09:24:00,Mobile App,North,Retail,Known,811.21,1,5,777.67,0,0,0,0,0
163,997421,2025-01-01 03:12:00,POS,West,Retail,Known,3078.64,3,11,3086.84,0,0,0,1,0
164,715270,2025-01-01 11:59:00,Mobile App,South,Retail,Known,2534.07,2,7,1550.95,0,0,0,0,0
165,745914,2025-01-01 01:39:00,Mobile App,North,Retail,Known,912.77,1,6,639.26,0,0,0,1,0
166,219176,2025-01-01 01:08:00,Web,North,Retail,Known,5939.4,2,7,5546.84,0,0,0,1,0
167,318126,2025-01-01 07:39:00,Web,North,Retail,Known,1338.3,1,6,980.13,0,0,0,0,0
168,318969,2025-01-01 08:06:00,Mobile App,South,Retail,New,3212.64,1,8,3193.36,0,0,1,0,0
169,222409,2025-01-01 01:07:00,Web,East,SME,Shared,2066.61,2,6,2048.39,0,0,0,1,0
170,647707,2025-01-02 09:17:00,POS,South,SME,Shared,4510.58,3,8,2777.02,0,0,0,0,0
171,353618,2025-01-01 08:30:00,Web,West,Retail,Known,2329.87,4,11,2498.31,0,0,0,0,0
172,869598,2025-01-01 01:38:00,Web,East,Retail,New,1291.44,3,9,898.3,0,0,1,1,1
173,150015,2025-01-01 03:43:00,Mobile App,North,Retail,Known,12557.73,0,5,9287.58,0,0,0,1,0
174,872838,2025-01-01 16:06:00,Mobile App,South,Retail,Known,8730.72,2,9,6198.34,0,0,0,0,0
175,222096,2025-01-01 07:24:00,Web,East,SME,Known,247.92,1,6,182.75,0,0,0,0,0
176,731347,2025-01-01 02:05:00,Web,South,SME,New,2958.78,2,10,2911.31,0,0,1,1,0
177,285340,2025-01-01 01:05:00,Web,South,Retail,Shared,1270.13,0,5,779.5,0,0,0,1,0
178,210687,2025-01-01 05:38:00,Web,West,SME,Known,963.48,4,7,863.75,0,0,0,1,0
179,974371,2025-01-01 04:06:00,Mobile App,South,Retail,Shared,499.53,3,12,345.55,0,0,0,1,0
180,511357,2025-01-01 10:40:00,Web,North,Retail,New,5547.83,3,8,5790.65,0,0,1,0,0
181,835716,2025-01-02 01:56:00,Mobile App,East,Retail,Known,2339.24,1,5,1762.45,0,0,0,1,0
182,205878,2025-01-01 02:50:00,POS,North,Retail,Known,243.15,2,13,214.95,0,0,0,1,0
183,827270,2025-01-01 19:19:00,Mobile App,West,Retail,Known,5741.96,1,5,3877.87,0,0,0,0,0
184,298286,2025-01-02 01:18:00,Mobile App,West,Retail,Known,1250.63,2,9,923.22,0,0,0,1,0
185,873290,2025-01-01 23:13:00,Mobile App,West,SME,Known,2281.43,1,7,1453.33,0,0,0,1,1
186,874684,2025-01-02 06:22:00,Web,West,Corporate,Known,2410.93,3,10,1979.78,0,0,0,0,0
187,264899,2025-01-01 18:27:00,Web,East,Retail,Known,1894.04,3,9,2037.24,0,0,0,0,0
188,424767,2025-01-01 09:00:00,Mobile App,West,Retail,Known,4241.5,2,7,4077.48,0,0,0,0,0
189,961882,2025-01-01 05:16:00,Web,North,Retail,Known,531.01,2,10,359.4,0,0,0,1,0
190,979858,2025-01-01 06:45:00,Mobile App,South,Retail,Known,804.84,3,5,686.9,0,0,0,0,0
191,479989,2025-01-01 20:36:00,POS,North,Retail,Known,1035.95,3,8,828.23,0,0,0,0,0
192,515515,2025-01-01 03:35:00,Mobile App,South,Retail,Known,3979.95,2,9,3080.28,0,0,0,1,0
193,143585,2025-01-01 01:44:00,POS,East,Retail,Known,647.47,1,4,540.54,0,0,0,1,0
194,471369,2025-01-01 01:31:00,Web,East,Retail,Known,6845.67,1,4,5756.75,0,0,0,1,0
195,164044,2025-01-01 17:32:00,Mobile App,West,SME,Known,5901.2,2,10,5297.61,0,0,0,0,0
196,542296,2025-01-01 14:19:00,POS,South,Retail,Known,1994.02,0,5,2150.32,0,0,0,0,0
197,209556,2025-01-01 06:53:00,Mobile App,South,Retail,Known,1091.18,2,7,896.17,0,0,0,0,0
198,626981,2025-01-01 03:12:00,Mobile App,West,Retail,Known,755.14,2,7,736.68,0,0,0,1,0
199,981691,2025-01-01 11:19:00,Mobile App,North,Retail,New,1467.96,4,7,1493.59,0,0,1,0,0
200,867595,2025-01-01 00:23:00,Web,North,Retail,New,960.11,4,13,1036.88,0,0,1,1,0
201,300235,2025-01-01 08:23:00,POS,North,Retail,Shared,3036.76,1,4,2286.76,0,0,0,0,0
202,125939,2025-01-01 05:04:00,Web,East,Retail,Known,11075.09,3,8,11764.07,0,0,0,1,0
203,252906,2025-01-02 14:06:00,POS,South,Retail,Known,840.4,0,6,892.39,0,0,0,0,0
204,642335,2025-01-01 07:05:00,POS,East,Retail,Known,261.46,1,7,176.78,0,0,0,0,0
205,388249,2025-01-01 08:02:00,Web,South,Retail,New,3416.75,1,6,3353.36,0,0,1,0,0
206,175766,2025-01-01 12:27:00,Web,South,Corporate,Known,510.88,4,10,442.06,0,0,0,0,0
207,508923,2025-01-01 06:37:00,Mobile App,West,Retail,New,1085.52,4,11,1036.73,0,0,1,0,0
208,515192,2025-01-01 02:32:00,Web,East,SME,Known,833.5,3,7,529.44,0,0,0,1,0
209,668550,2025-01-01 07:42:00,Mobile App,North,Retail,Shared,682.73,1,5,506.62,0,0,0,0,0
210,487261,2025-01-02 04:52:00,Web,North,SME,Known,5654.31,2,5,5888.2,0,0,0,1,0
211,910208,2025-01-01 05:16:00,POS,East,SME,Shared,999.83,2,10,906.51,0,0,0,1,0
212,785440,2025-01-01 11:22:00,POS,West,SME,Known,2689.53,2,6,2733.9,0,0,0,0,0
213,752664,2025-01-02 14:10:00,Web,South,SME,New,1417.21,2,8,1334.35,0,0,1,0,0
214,554589,2025-01-01 17:42:00,POS,East,Retail,Known,11540.43,2,5,9066.53,0,0,0,0,0
215,237848,2025-01-01 10:45:00,Web,North,Retail,Shared,83.99,1,5,81.15,0,0,0,0,0
216,717075,2025-01-01 13:19:00,Web,West,Retail,Known,5454.23,1,3,5938.36,0,0,0,0,0
217,227948,2025-01-02 03:33:00,Web,South,Retail,Known,3963.98,1,5,2969.7,0,0,0,1,0
218,679304,2025-01-02 08:07:00,Mobile App,West,Retail,Known,486.14,2,9,465.21,0,0,0,0,0
219,502690,2025-01-02 10:43:00,Mobile App,East,Retail,Known,1046.22,3,11,1040.36,0,0,0,0,0
220,599046,2025-01-01 09:49:00,Web,North,SME,Known,275.42,3,6,222.64,0,0,0,0,0
221,551269,2025-01-01 04:51:00,Web,South,Retail,Shared,811.57,1,13,554.45,0,0,0,1,0
222,121959,2025-01-01 01:25:00,POS,West,SME,New,419.08,2,7,442.73,0,0,1,1,1
223,760890,2025-01-01 04:52:00,Mobile App,East,Retail,Known,1809.26,1,2,1925.17,0,0,0,1,0
224,850216,2025-01-02 04:38:00,POS,East,Retail,New,1556.94,2,7,1507.86,0,0,1,1,0
225,890180,2025-01-01 22:03:00,Web,North,SME,Known,42479.29,2,9,44147.22,0,0,0,0,0
226,328576,2025-01-01 07:24:00,POS,East,Retail,Known,6839.97,2,10,6731.8,0,0,0,0,0
227,637833,2025-01-01 07:42:00,Mobile App,West,SME,Known,124.85,1,9,109.73,0,0,0,0,0
228,265838,2025-01-01 03:41:00,Mobile App,East,Retail,Shared,967.11,4,10,603.16,0,0,0,1,0
229,435674,2025-01-01 06:03:00,POS,East,Retail,Shared,612.19,1,7,515.48,0,0,0,0,0
230,979989,2025-01-01 12:31:00,Web,West,Corporate,Known,3289.82,1,8,3406.93,0,0,0,0,0
231,161087,2025-01-01 05:08:00,Web,East,Retail,Known,4407.55,1,6,4413.77,0,0,0,1,0
232,693128,2025-01-01 02:04:00,Call Center,North,Retail,Known,2134.83,2,6,2002.74,0,0,0,1,0
233,218451,2025-01-01 07:47:00,Mobile App,South,SME,Known,1108.99,6,13,824.23,1,0,0,0,0
234,547600,2025-01-01 02:33:00,Mobile App,South,Retail,Known,344.66,3,6,253.27,0,0,0,1,0
235,937437,2025-01-02 12:36:00,Mobile App,East,Retail,Shared,1392.27,3,9,1119.82,0,0,0,0,0
236,539792,2025-01-01 04:56:00,POS,North,Retail,Known,5336.66,4,9,5708.46,0,0,0,1,0
237,139353,2025-01-02 00:02:00,Mobile App,East,Corporate,Shared,1071.66,1,3,703.62,0,0,0,1,0
238,293075,2025-01-01 02:33:00,Mobile App,East,Retail,Known,1437.17,0,1,1211.1,0,0,0,1,0
239,314283,2025-01-01 02:05:00,Mobile App,East,Retail,Known,809.38,4,8,802.23,0,0,0,1,0
240,414877,2025-01-01 09:35:00,POS,East,Retail,Shared,4461.67,1,3,4723.88,0,0,0,0,0
241,165318,2025-01-01 15:06:00,Web,South,SME,Known,1775.2,0,3,1658.24,0,0,0,0,0
242,865313,2025-01-01 08:21:00,Mobile App,East,Retail,Known,327.74,2,9,207.33,0,0,0,0,1
243,582690,2025-01-01 02:36:00,Mobile App,East,Corporate,Known,239.62,2,8,224.14,0,0,0,1,0
244,516880,2025-01-01 00:23:00,Mobile App,East,Retail,Known,6848.28,1,6,6559.39,0,0,0,1,0
245,691460,2025-01-01 09:37:00,Web,South,Retail,New,701.41,1,9,465.39,0,0,1,0,0
246,840976,2025-01-01 01:24:00,Mobile App,North,Retail,Known,27234.72,2,10,22102.19,0,0,0,1,0
247,881239,2025-01-01 04:12:00,Web,North,Retail,Known,3083.4,7,13,3239.66,1,0,0,1,0
248,193264,2025-01-01 11:15:00,Web,North,Retail,Known,18556.69,6,10,14622.54,1,0,0,0,1
249,870746,2025-01-01 01:01:00,POS,North,Corporate,New,2096.23,2,7,1687.45,0,0,1,1,0
250,913168,2025-01-01 01:21:00,Mobile App,North,SME,Shared,404.73,2,6,422.55,0,0,0,1,0
251,325281,2025-01-01 00:38:00,Mobile App,West,Retail,Known,876.21,3,7,822.95,0,0,0,1,0
252,737147,2025-01-03 07:24:00,Mobile App,East,Retail,Known,1895.71,1,7,1698.43,0,0,0,0,0
